"","ASS.1","ASS.2","ASS.3","ASS.4","ASS.5","BET.1","BET.2","BET.3","BET.4","BET.5","ASPL.1","ASPL.2","ASPL.3","ASPL.4","ASPL.5","CC.1","CC.2","CC.3","CC.4","CC.5","DEG.1","DEG.2","DEG.3","DEG.4","DEG.5","MIN.1","MIN.2","MIN.3","MIN.4","MIN.5","MAX.1","MAX.2","MAX.3","MAX.4","MAX.5","SD.1","SD.2","SD.3","SD.4","SD.5","MT3.1","MT3.2","MT3.3","MT3.4","MT3.5","MT4.1","MT4.2","MT4.3","MT4.4","MT4.5","CLASS"
"170",0.0107584009,0,0,0,0,50.84444,0,0,0,0,3.311111,44.95556,0,0,0,0.05,0,0,0,0,3.377778,0.08888889,0,0,0,45,3,0,0,0,4,1,0,0,0,1.761829,0.4168182,0,0,0,232,0,0,0,0,892,0,0,0,0,"class_4"
"171",0.0941906373,0,0,0,0,54,0,0,0,0,3.7,0,0,0,0,0.10144928,0,0,0,0,3.219512,0,0,0,0,3,0,0,0,0,18,0,0,0,0,1.739428,0,0,0,0,193,0,0,0,0,696,0,0,0,0,"class_4"
"172",-0.0431372549,0,0,0,0,36.35897,0,0,0,0,2.91363,38.94872,0,0,0,0.09767442,0,0,0,0,3.384615,0.1025641,0,0,0,5,1,0,0,0,2,2,0,0,0,1.968373,0.4469117,0,0,0,201,0,0,0,0,753,0,0,0,0,"class_4"
"173",-0.1541107671,0,0,0,0,49.86842,0,0,0,0,3.69559,0,0,0,0,0.06870229,0,0,0,0,2.894737,0,0,0,0,37,0,0,0,0,6,0,0,0,0,1.310858,0,0,0,0,125,0,0,0,0,342,0,0,0,0,"class_4"
"174",-0.0700907733,0,0,0,0,52.65909,0,0,0,0,3.44926,43.86364,0,0,0,0.01764706,0,0,0,0,3.045455,0.27272727,0,0,0,3,1,0,0,0,16,2,0,0,0,1.598757,0.6942835,0,0,0,168,0,0,0,0,554,0,0,0,0,"class_4"
"175",-0.1060657404,0,0,0,0,44.59524,0,0,0,0,3.175377,0,0,0,0,0.04390244,0,0,0,0,3.238095,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1.605015,0,0,0,0,199,0,0,0,0,702,0,0,0,0,"class_4"
"176",-0.2424521073,0,0,0,0,41.025,0,0,0,0,3.103846,39.9,0,0,0,0.07317073,0,0,0,0,3.35,0.2,0,0,0,1,1,0,0,0,5,14,0,0,0,1.776629,0.6076436,0,0,0,195,0,0,0,0,684,0,0,0,0,"class_4"
"177",0.2296559905,0,0,0,0,36.24324,0,0,0,0,3.013514,36.83784,0,0,0,0.15137615,0,0,0,0,3.675676,0.32432432,0,0,0,3,1,0,0,0,2,21,0,0,0,1.795891,0.7473678,0,0,0,196,0,0,0,0,737,0,0,0,0,"class_4"
"178",-0.0589726385,0,0,0,0,52.20455,0,0,0,0,3.428118,43.95455,0,0,0,0.03314917,0,0,0,0,3.045455,0.09090909,0,0,0,3,1,0,0,0,2,2,0,0,0,1.569395,0.4214141,0,0,0,177,0,0,0,0,588,0,0,0,0,"class_4"
"179",-0.0605128205,0,0,0,0,53.2093,0,0,0,0,3.533776,42.95349,0,0,0,0.05389222,0,0,0,0,3.069767,0.09302326,0,0,0,43,1,0,0,0,1,13,0,0,0,1.486372,0.4261653,0,0,0,161,0,0,0,0,493,0,0,0,0,"class_4"
"180",-0.0299297567,0,0,0,0,53.56818,0,0,0,0,3.491543,43.95455,0,0,0,0.05142857,0,0,0,0,3.045455,0.09090909,0,0,0,1,1,0,0,0,12,35,0,0,0,1.445998,0.4214141,0,0,0,169,0,0,0,0,509,0,0,0,0,"class_4"
"181",-0.1865226378,0,0,0,0,43.28571,0,0,0,0,3.111498,0,0,0,0,0.05660377,0,0,0,0,3.142857,0,0,0,0,5,0,0,0,0,7,0,0,0,0,1.920003,0,0,0,0,204,0,0,0,0,793,0,0,0,0,"class_4"
"182",0.0012526619,-0.5,0,0,0,39.71795,0.02564103,0,0,0,3.090418,38.79622,0,0,0,0.09,0,0,0,0,3.435897,0.30769231,0,0,0,38,1,0,0,0,3,12,0,0,0,1.860884,0.8630986,0,0,0,188,1,0,0,0,647,0,0,0,0,"class_4"
"183",0.0474690419,-0.2,0,0,0,48.75,0.02272727,0,0,0,3.267442,43.68288,0,0,0,0.10480349,0,0,0,0,3.590909,0.54545455,0,0,0,10,1,0,0,0,5,4,0,0,0,1.871676,0.9989424,0,0,0,213,1,0,0,0,791,0,0,0,0,"class_4"
"184",0.1145826069,0,0,0,0,44.225,0,0,0,0,3.267949,39.8,0,0,0,0.05769231,0,0,0,0,3.45,0.4,0,0,0,5,1,0,0,0,35,11,0,0,0,1.678675,0.8101915,0,0,0,150,0,0,0,0,438,0,0,0,0,"class_4"
"185",-0.127963415,0,0,0,0,49.25532,0,0,0,0,3.141536,0,0,0,0,0.05660377,0,0,0,0,3.234043,0,0,0,0,3,0,0,0,0,15,0,0,0,0,2.034622,0,0,0,0,255,0,0,0,0,1080,0,0,0,0,"class_4"
"186",0.0055828345,-0.4583333,0,0,0,61.04878,0.19512195,0,0,0,4.052439,40.42439,40.90244,0,0,0.1294964,0,0,0,0,3.219512,0.68292683,0.29268293,0,0,40,1,1,0,0,26,26,24,0,0,1.710441,1.4219533,0.9012187,0,0,127,4,0,0,0,313,3,0,0,0,"class_4"
"187",-0.1256033466,0,0,0,0,57.86667,0,0,0,0,3.630303,0,0,0,0,0.07317073,0,0,0,0,2.933333,0,0,0,0,5,0,0,0,0,13,0,0,0,0,1.371794,0,0,0,0,156,0,0,0,0,461,0,0,0,0,"class_4"
"188",-0.1527675277,-1,0,0,0,55.14286,0.04761905,0,0,0,3.689895,41.71661,0,0,0,0.05882353,0,0,0,0,3.142857,0.38095238,0,0,0,42,3,0,0,0,5,2,0,0,0,1.523338,1.0109735,0,0,0,147,2,0,0,0,418,0,0,0,0,"class_4"
"189",-0.0208582437,0,0,0,0,71.42857,0,0,0,0,3.97619,0,0,0,0,0,0,0,0,0,2.77551,0,0,0,0,4,0,0,0,0,16,0,0,0,0,1.194873,0,0,0,0,141,0,0,0,0,373,0,0,0,0,"class_4"
"190",-0.0186939182,0,0,0,0,43.53846,0,0,0,0,3.291498,38.79487,0,0,0,0.0952381,0,0,0,0,3.435897,0.41025641,0,0,0,5,3,0,0,0,3,1,0,0,0,1.666937,0.8181477,0,0,0,177,0,0,0,0,588,0,0,0,0,"class_4"
"191",-0.010138844,0,0,0,0,51.95238,0,0,0,0,3.534262,41.95238,0,0,0,0.08241758,0,0,0,0,3.142857,0.0952381,0,0,0,5,1,0,0,0,3,12,0,0,0,1.586089,0.4310805,0,0,0,172,0,0,0,0,566,0,0,0,0,"class_4"
"192",-0.0500324685,-0.5,0,0,0,27.81818,0.03030303,0,0,0,2.738636,32.75947,0,0,0,0.11374408,0,0,0,0,3.818182,0.36363636,0,0,0,7,3,0,0,0,2,1,0,0,0,2.455282,0.9293204,0,0,0,195,1,0,0,0,765,0,0,0,0,"class_4"
"193",0.0372624977,-0.5,0,0,0,53.19048,0.02380952,0,0,0,3.594657,41.81069,0,0,0,0.05590062,0,0,0,0,3.238095,0.28571429,0,0,0,41,1,0,0,0,32,32,0,0,0,1.764273,0.8347839,0,0,0,155,1,0,0,0,458,0,0,0,0,"class_4"
"194",-0.1291426337,0,0,0,0,57.61364,0,0,0,0,3.679704,43.95455,0,0,0,0.01764706,0,0,0,0,3,0.09090909,0,0,0,3,1,0,0,0,2,19,0,0,0,1.414214,0.4214141,0,0,0,168,0,0,0,0,532,0,0,0,0,"class_4"
"195",-0.1007257532,0,0,0,0,42.95122,0,0,0,0,3.147561,0,0,0,0,0.08196721,0,0,0,0,3.170732,0,0,0,0,5,0,0,0,0,20,0,0,0,0,1.595344,0,0,0,0,173,0,0,0,0,581,0,0,0,0,"class_4"
"196",-0.2597895967,0,0,0,0,47.125,0,0,0,0,3.005319,0,0,0,0,0.04255319,0,0,0,0,3.375,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1.952903,0,0,0,0,274,0,0,0,0,1130,0,0,0,0,"class_4"
"197",0.2353847636,0,0,0,0,50.95349,0.09302326,0,0,0,3.426357,42.67885,0,0,0,0.05844156,0,0,0,0,3.162791,0.46511628,0,0,0,43,2,0,0,0,13,13,0,0,0,2.034585,1.297412,0,0,0,148,2,0,0,0,458,1,0,0,0,"class_4"
"198",-0.2248734635,-1,0,0,0,44.31707,0.02439024,0,0,0,3.215854,40.85488,0,0,0,0.0972973,0,0,0,0,3.219512,0.19512195,0,0,0,4,1,0,0,0,3,32,0,0,0,1.695762,0.7489831,0,0,0,173,1,0,0,0,546,0,0,0,0,"class_4"
"199",0.1117983868,0,0,0,0,49.86047,0.02325581,0,0,0,3.374308,42.76855,42.95349,0,0,0.01863354,0,0,0,0,3.209302,0.41860465,0.13953488,0,0,2,1,1,0,0,5,26,26,0,0,1.871568,1.0518138,0.6392479,0,0,159,1,0,0,0,514,0,0,0,0,"class_4"
"200",0.1195068955,0,0,0,0,51.90698,0,0,0,0,3.471761,42.90698,0,0,0,0.10227273,0,0,0,0,3.162791,0.18604651,0,0,0,2,1,0,0,0,6,14,0,0,0,1.717282,0.5878052,0,0,0,164,0,0,0,0,518,0,0,0,0,"class_4"
